1577,2,0.5635410000000001,0.3740745,0.664583,0.7152777777777778,6
1577,3,0.54296875,0.276852,0.6968755000000001,0.7569444444444444,1
1577,4,0.5453125,0.3777775,0.6708335,0.9370364999999999,2
1577,5,0.5768229166666666,0.382407,0.6848955,0.9601850000000001,2
1577,6,0.55,0.38333300000000003,0.6828120000000001,0.9564809999999999,2
1577,7,0.5375005,0.33425900000000003,0.6395835000000001,0.860185,1
1141,2,0.39947900000000003,0.42870400000000003,0.546875,0.9981479999999999,6
1141,3,0.3624995,0.4333335,0.5380205,0.9962964999999999,4
1141,4,0.37916700000000003,0.44074100000000005,0.556771,0.993519,4
1141,5,0.38072900000000004,0.43796299999999994,0.5593750000000001,0.993519,4
1141,6,0.37968799999999997,0.4351855,0.559896,0.9944444999999998,4
1141,7,0.3739585,0.42592599999999997,0.5630215000000001,0.9953699999999999,4
1031,2,0.663542,0.44444449999999996,0.802604,0.8824075,6
1031,3,0.5682294999999999,0.44351799999999997,0.7078125,0.8685179999999999,6
1031,4,0.4765625,0.42777800000000005,0.6197915,0.9972220000000002,6
1031,5,0.4296875,0.436111,0.5614585,0.989815,6
1031,6,0.410938,0.437037,0.5484379999999999,0.989815,6
1031,7,0.4072915,0.4333335,0.5364585,0.9935185000000001,6
1282,2,0.27812549999999997,0.30000049999999995,0.5578125,0.8092595,4
1282,3,0.25052050000000003,0.384259,0.4963535,0.8148150000000001,4
1282,4,0.26979166666666665,0.3962965,0.5447916666666667,0.8148154999999999,4
1282,5,0.271875,0.393519,0.5395833333333333,0.814815,4
1282,6,0.23020799999999994,0.38240700000000005,0.473958,0.830555,6
1282,7,0.2723955,0.422222,0.4718745,0.816666,4
1437,2,0.5473960000000001,0.5046295000000001,0.657292,0.9953705,6
1437,3,0.5401039999999999,0.5027775000000001,0.651562,0.9935185000000001,6
1437,4,0.5411465,0.5037035,0.6520834999999999,0.9870364999999999,6
1437,5,0.5406254999999999,0.5046295,0.6515624999999999,0.9861104999999999,6
1437,6,0.5166670000000001,0.5055555,0.6203130000000001,0.9907405,6
1437,7,0.518229,0.49814849999999994,0.6255210000000001,0.9870375000000001,6
408,2,0.5124995,0.408333,0.6666665,0.9555549999999999,4
408,3,0.5114585,0.41018499999999997,0.6682295,0.954629,4
408,4,0.5161454999999999,0.4101850000000001,0.6781244999999999,0.959259,4
408,5,0.5192715,0.41111100000000006,0.6864585,0.959259,4
408,6,0.5140619999999999,0.41388850000000005,0.6614579999999999,0.9564815,4
408,7,0.510416,0.41388850000000005,0.6588539999999999,0.9564815,4
2246,2,0.8166666666666667,0.45185185185185184,0.9697914999999999,0.983334,1
2246,3,0.8104166666666667,0.46111111111111114,0.9677085000000001,0.9851855,1
2246,4,0.6604166666666667,0.4777777777777778,0.8307295,0.9916665,1
2246,5,0.517708,0.4851849999999999,0.6453119999999999,0.983333,4
